6366,"RT @mention Team heading to Big Boi show, thanks to @mention crew.  RT and find the owl for free tattoo {link} #sxsw",0,['sxsw'],[],False,[]
6367,"RT @mention Team heading to Big Boi show, thanks to @mention crew. RT and find the owl for free tattoo {link} #sxsw",0,['sxsw'],[],False,[]
6368,RT @mention Temp Apple Store 6th St  Austin #sxsw closed for night &quot;they're out of stuff' says Austin cops barring the door!,-1,['sxsw'],[],False,[]
6369,RT @mention Temp Apple store is killing it in Austin. Selling out early EVERY day. #sxsw,1,['sxsw'],[],False,[]
6370,"RT @mention Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",1,"['apple', 'sxsw']",[],False,[]
6371,RT @mention Temporary #sxsw apple store. Apple being sneaky as usual  {link},-1,['sxsw'],[],False,[]
6372,RT @mention Test Drive an Xperia Play with @mention and @mention  details here: {link} (at least some of them) #Android #sxsw,0,"['android', 'sxsw']",[],False,[]
6373,RT @mention Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,0,"['news', 'app', 'sxsw']",[],False,[]
6374,RT @mention Text &quot;SXSW&quot; to 24587 for chance to win iPad! Drawing 3/17 at Friends #SXSW. Must be present to win! See ya there! {link},0,['sxsw'],[],False,[]
6375,RT @mention Thank you for these! RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5. Via @mention,0,"['sxsw', 'rhjr_ux5']",[],False,[]
6376,RT @mention Thank you to @mention for letting me test drive a car to the Apple store. Now lets hope that they can fix my phone!! #sxsw,0,['sxsw'],[],True,[]
6377,RT @mention Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi,1,"['sxsw', 'sxswchi', 'sxswi']",[':)'],False,[]
6378,"RT @mention Thanks for the free #SXSW mix :) RT @mention ... 20  artists you have to hear, free sampler {link}",0,['sxsw'],[':)'],True,[]
6379,"RT @mention Thanks RT @mention If you're trying to contact friends or family in #Japan, @mention has created a person finder: {link} #SXSW",0,"['japan', 'sxsw']",[],False,[]
6380,RT @mention Thanks to @mention for publishing the news of our new medical Apps in the #sxswi conf. blog {link} #sxsw #sxswh #mhealth,0,"['sxswi', 'sxsw', 'sxswh', 'health']",[],False,[]
6381,"RT @mention Thanks to everyone for making it a great day in the shop today. if you're in Austin, come by and see us tomorrow {link} #sxsw",0,['sxsw'],[],False,[]
6382,RT @mention Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,0,"['sxsw', 'sxswh']",[],False,[]
6383,RT @mention The @mention / @mention party was without a doubt the best party I've ever been to in #SXSW. Well done!,0,['sxsw'],[],False,[]
6384,RT @mention The @mention iPhone app is unreal. Just clicked on the location of #LeanStartup &amp; had a person there tell me there are still seats. #sxsw,1,"['lean', 'startup', 'sxsw']",[],False,[]
6385,"RT @mention The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",0,"['cnn', 'grill', 'piday', 'sxsw', 'sxswi']",[],False,[]
6386,RT @mention The #iPad 2 Takes Over #SXSW [VIDEO] - {link} #sxswi,1,"['ipad', 'sxsw', 'sxswi']",[],False,[]
6387,RT @mention The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},0,"['ipad', 'sxsw']",[],False,[]
6388,"RT @mention The #iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable
#apple",1,"['ipad', 'sxsw', 'apple']",[],False,[]
6389,"RT @mention The #Ogilvy #Sydney #SXSW #podcast Ep3 is #up, with too many #hashtags #AUSXSW {link}",0,"['ogilvy', 'sydney', 'sxsw', 'podcast', 'hashtags', 'ausxsw']",[],False,[]
6390,RT @mention The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},0,['sxsw'],[],False,[]
6391,RT @mention The #SXSW iPhone app is mocking me. Like I have the money to be there - COME ON.,0,['sxsw'],[],False,[]
6392,RT @mention The Apple pop-up store line finally dwindled. Time to check out iPad2. #sxsw,0,['sxsw'],[],False,[]
6393,RT @mention The Beluga iPhone app is the highlight of this #SXSW. Excellent way to coordinate the #sxsw4japan relief effort.,1,"['sxsw', 'sxsw4', 'japan']",[],False,[]
6394,RT @mention THE BIG #SXSW RUMOR: Google to launch ludicon based &quot;Circles&quot; facebook killer. Supposedly @mention already saw it and it's ossum.,1,['sxsw'],[],False,[]
6395,RT @mention The Big Idea: Google leaves nothing left to discover {link} #SXSW #SXSWi,0,"['sxsw', 'sxswi']",[],False,[]
6396,RT @mention The countdown to #SXSW has begun! @mention will be there  _ Pick up &quot;Fried Speakers&quot; on iTunes {link},0,['sxsw'],[],False,[]
6397,RT @mention The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,1,"['bank', 'innovation', 'sxsw']",[],False,[]
6398,"RT @mention the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",-1,"['sxsw', 'web3', 'saatchiny']",[],False,[]
6399,"RT @mention The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",1,['sxsw'],[],False,[]
6400,"RT @mention the internet blurs, {link} the iPad fades, {link}     @mention at #SXSW",0,['sxsw'],[],False,[]
6401,RT @mention The iPad 2 goes on sale next Friday...the Austin Apple Store is going to be busy! #SXSW,1,['sxsw'],[],True,[]
6402,"RT @mention The iPad 2 is so thin, I could use it to cut lines of cocaine and then FaceTime with Mel Gibson. #Winning. #IPad2 #sxsw",1,"['winning', 'ipad2', 'sxsw']",[],False,[]
6403,RT @mention The iPad 2 is the also a cartoonishly large digital camera. #SXSW #CStejas {link},-1,"['sxsw', 'cstejas']",[],False,[]
6404,RT @mention The iPad 2 Takes Over #SXSW [#VIDEO]: One of the biggest events the first day of SXSW 2011  _ {link},1,"['sxsw', 'video']",[],False,[]
6405,RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link},1,['sxsw'],[],False,[]
6406,RT @mention The iPad 2 Takes Over #SXSW One of the biggest events 1st day of SXSW 2011 wasn  t even an offic... {link},0,['sxsw'],[],True,[]
6407,RT @mention The iPad 2 Takes Over SXSW [VIDEO] {link} #apple #iPad #SXSW,0,"['apple', 'ipad', 'sxsw']",[],False,[]
6408,Blogging on the iPhone. Check out a taste of my whirlwind travels to #sxsw {link} #springbreak continues #notenoughplaid,0,"['sxsw', 'springbreak', 'enough', 'plaid']",[],False,"['blogging', 'iphone', 'check', 'taste', 'whirlwind', 'travel', 'link', 'continues']"
6409,"RT @mention The iPhone version of Flipboard is being totally redesigned for that platform, @mention says #sxsw",0,['sxsw'],[],False,[]
6410,"RT @mention The iPhone version of Flipboard is being totally redesigned for that platform, @mention says #sxsw #sxflip",0,"['sxsw', 'sxflip']",[],False,[]
6411,RT @mention The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,1,['sxsw'],[],False,[]
6412,"RT @mention The kid ducked, exposing a 4chan4eva tattoo on the small of his back. The iPad flew right over him. #sxsw",0,['sxsw'],[],False,[]
6413,RT @mention The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},0,"['sxsw', 'apple', 'ipad2']",[],False,[]
6414,RT @mention The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,0,['sxsw'],[],False,[]
6415,RT @mention The Lonely Planet iPhone app guide to Austin is free this week. #sxsw,0,['sxsw'],[],False,[]
6416,RT @mention The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.,1,"['sxsw', 'apple', 'ipod', 'iphone']",[],False,[]
6417,RT @mention The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!),1,['sxsw'],[],False,[]
6418,"RT @mention The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,['sxsw'],[],False,[]
6419,"RT @mention The next fin serv battle is vs Apple, GOOG, Mobile operators. They have consumer loyalty and tons of cash (vs. Banks) #bankinnovate #SXSW",1,"['bank', 'innovate', 'sxsw']",[],False,[]
6420,RT @mention The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?,0,"['sxsw', 'wth']",[],False,[]
6421,RT @mention The only ppl authoritzed to scrape and republish pages r Google on Bing and Bing on Google: @mention #qagb #sxsw,0,"['qagb', 'sxsw']",[],False,[]
6422,"@mention on the other hand, judging by the pop-up store constant line, Apple and the iPad2 are clearly breaking out at #SXSW",1,['sxsw'],[],False,"['hand', 'judging', 'popup', 'store', 'constant', 'line', 'apple', 'ipad', 'clearly', 'breaking']"
6423,Everyone on the plane to Austin looks like they are going to #SXSW. And that means - Apple products and hipster clothes.,1,['sxsw'],[],False,"['everyone', 'plane', 'austin', 'look', 'like', 'going', 'mean', 'apple', 'product', 'hipster', 'clothes']"
6424,"RT @mention The secret search sauce.  Google and Bing spill the beans. #google #bing #sxsw
{link}",0,"['google', 'bing', 'sxsw']",[],False,[]
6425,RT @mention The session #designingforkids is changing my mind about my future kid's relationship with the iPhone. #sapient #sxsw,1,"['designing', 'kids', 'sapient', 'sxsw']",[],False,[]
6426,RT @mention The simplest gesture on the ipad should be used for core interactions. #SXSW #touchingstories,0,"['sxsw', 'touching', 'stories']",[],False,[]
6427,building on the success of Google Buzz no doubt ;) RT @mention Google to launch Circles social network at #sxsw? {link},1,['sxsw'],[';)'],False,"['building', 'success', 'google', 'buzz', 'doubt']"
6428,"RT @mention The Top 7 things I've loved about #SXSW so far- {link}  #outbrain, #ipad, #groupme,",1,"['sxsw', 'outbrain', 'ipad', 'groupme']",[],False,[]
6429,@mention On the upside.... #SXSW does start today and the iPad 2 releases...,1,['sxsw'],[],True,"['upside', 'doe', 'start', 'today', 'ipad', 'release']"
6430,"RT @mention The Web Designer  s Guide to iOS (and Android) Apps, today @mention 10 a.m! {link} #sxsw",1,['sxsw'],[],False,[]
6431,"RT @mention There are more than a few PATs here at #sxsw. If you don't know what I'm talking about, please google Julia Sweeney and learn.",0,['sxsw'],[],False,[]
6432,"RT @mention There are still iPad 2s to be had, at least at the #sxsw pop-up Apple store. @mention just bought one.",0,['sxsw'],[],False,[]
6433,RT @mention There have been two days in the last 6 months when mobile usage of google maps was higher than desktop. - Marissa Mayer #sxsw,0,['sxsw'],[],False,[]
6434,"RT @mention There is an art to advertising, not just statistics, says @mention to Google Admob guy who asked a question.  #SXSW #sxflip #SXSWi",0,"['sxsw', 'sxflip', 'sxswi']",[],False,[]
6435,RT @mention There's an app for that - What you think of the goings-ons at #SXSW through an iPad - Hollergram {link},0,['sxsw'],[],False,[]
6436,RT @mention There's yet *another line* at the Austin Apple store for IPad 2! Going well around the block! #SXSW,0,['sxsw'],[],False,[]
6437,RT @mention Theres a class war forming here at #sxsw. iPad 2 owners vs. first gen owners.,0,['sxsw'],[],False,[]
6438,RT @mention These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link},1,['sxsw'],[],False,[]
6439,RT @mention They are everywhere: It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw,1,['sxsw'],[],False,[]
6440,RT @mention They have very little need for parents anymore [comment on child playing with iPad]    @mention #connectedbrands #SXSW,0,"['connected', 'brands', 'sxsw']",[],False,[]
6441,So @mention thinks I may have coined a new term: &quot;apptrophy.&quot; It's what happens to unused iPhone apps. They have disuse apptrophy. #SXSW,0,['sxsw'],[],False,"['think', 'may', 'coined', 'new', 'term', 'apptrophy', 'happens', 'unused', 'iphone', 'apps', 'disuse', 'apptrophy']"
6442,"RT @mention This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",1,"['agile', 'agency', 'sxsw']",[],False,[]
6443,RT @mention This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train: {link},1,['sxsw'],[],False,[]
6444,RT @mention This could be the first big news out of #sxsw... {link}  Google building new social framework.,0,['sxsw'],[],True,[]
6445,RT @mention This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,0,['sxsw'],[],False,[]
6446,RT @mention This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,-1,['sxsw'],[],False,[]
6447,RT @mention This guy next to me is using his ipad 2 as a periscope. #sxsw,0,['sxsw'],[],False,[]
6448,RT @mention This is a #WINNING picture #android #google #sxsw {link},0,"['winning', 'android', 'google', 'sxsw']",[],False,[]
6449,RT @mention This is awesome....   How I got an iPad 2 during #SXSW! {link} @mention via @mention,1,['sxsw'],[],True,[]
6450,RT @mention This is one of the three best apps we've seen at #SXSW {link},1,['sxsw'],[],False,[]
6451,RT @mention This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,1,['sxsw'],[],False,[]
6452,"RT @mention This morning at #SXSW: the resurgence of print design, iPad design for boomers, &amp; the NYT on grid layouts. Also, gatorade. #vom",0,"['sxsw', 'vom']",[],False,[]
6453,RT @mention THIS was the best thing I saw at #SXSW tonight. RT @mention Security guards protecting iPad 2. Awesome. {link},0,['sxsw'],[],False,[]
6454,RT @mention This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo,0,"['ipad', 'sxsw', 'app', 'ipad2', 'sxsw', 'go']",[],False,[]
6455,RT @mention Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe,1,"['sxsw', 'sxswi', 'innotribe']",[],False,[]
6456,"RT @mention Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",0,['sxsw'],[],False,[]
6457,"RT @mention Tim O'Reilly his Web 2.0 definition -firms tht survived built value frm consumer-generated data. eBay,Amazon,Google. #sxsw",0,['sxsw'],[],False,[]
6458,"RT @mention Tim O'Reilly Web 2.0 definition -companies that survived built value from consumer-generated data. eBay, Amazon, Google #sxsw",0,['sxsw'],[],False,[]
6459,RT @mention Tim Soo's invisible instruments are jaw dropping. iPhone Wii controller. {link} #openexhibits #sxsw,1,"['open', 'exhibits', 'sxsw']",[],False,[]
6460,RT @mention Time to #wakeuplaughing @mention for #iPhone is on the #AppStore! iTun.es/iFR3Dw #sxsw,1,"['wake', 'laughing', 'iphone', 'appstore', 'sxsw']",[],False,[]
6461,"RT @mention tip: if your #SXSW hashtag search is being throttled by @mention dumb 420 errors, use google eg {link} for #fsw",0,"['sxsw', 'fsw']",[],False,[]
6462,"RT @mention Tips from Google's @mention fewer people on teams, and think by making. Prototyping is key. #agileagency #sxsw",0,"['agile', 'agency', 'sxsw']",[],False,[]
6463,"RT @mention To all our #SXSW friends, don't forget to download the #SXSWGO iPhone/iPad app. {link}",0,"['sxsw', 'sxswgo']",[],False,[]
6464,RT @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,1,"['sxswi', 'sxsw']",[],True,[]
6465,"RT @mention To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",0,"['sxsw', 'ewww']",[],False,[]
6466,"RT @mention Today at #SXSW: Bulletproof UX strategy, games &amp; design patterns with Google, and the anatomy of a design decision.",0,['sxsw'],[],False,[]
6467,RT @mention Tomlinson of TX Observer says Apple subscription data holding is biggest impediment to success. #newsapps #sxsw,0,"['news', 'app', 'sxsw']",[],False,[]
6468,"RT @mention Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",0,['sxsw'],[],False,[]
6469,"RT @mention Tomorrow's panel on #CSS features folks from Opera, Chrome, IE, Mozilla &amp; W3C. Apple is downstairs selling iPads #sxsw",0,"['css', 'sxsw']",[],False,[]
6470,"RT @mention Tomorrow's panel on #CSS panel features folks from Opera, Chrome, IE, Mozilla and W3C. Apple is downstairs selling iPads. Ahem. #sxsw #apple",0,"['css', 'sxsw', 'apple']",[],False,[]
6471,"RT @mention Tonight, @mention is checking out The Kills &amp; @mention is checking out the GSD&amp;M/Google party. Come say hi. #sxsw #sxswi",0,"['sxsw', 'sxswi']",[],False,[]
6472,"RT @mention Tonight, @mention is checking out The Kills and @mention is checking out the GSD&amp;M/Google party. Come say hi. #sxsw #sxswi #music",0,"['sxsw', 'sxswi', 'music']",[],False,[]
6473,RT @mention toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the... {link},0,['sxsw'],[],True,[]
6474,RT @mention Traveling to #sxsw with your ipad 1 is so 3/10/2011,0,['sxsw'],[],False,[]
6475,RT @mention TRON has an amazing idea for their blue ray release. 2nd screen ipad app that syncs with the movie to follow additional content. #SXSW,1,['sxsw'],[],False,[]
6476,RT @mention True? RT @mention It's not a rumor: Apple opening temporary store in downtown Austin 4 #SXSW &amp; iPad 2 launch: {link},1,['sxsw'],[],False,[]
6477,RT @mention Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link},1,"['h4ckers', 'sxsw']",[],False,[]
6478,"RT @mention Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}",1,['sxsw'],[],False,[]
6479,"RT @mention Tweet this to register for exclusive passes to events, parties   iPad 2 during #SXSW - &quot;Give m  _ (cont) {link}",0,['sxsw'],[],False,[]
6480,"RT @mention Tweet this to register for exclusive passes to events, parties   iPad 2 during #SXSW - &quot;Give me ... {link}",0,['sxsw'],[],True,[]
6481,"RT @mention Tweet this to register for exclusive passes to events, parties   iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT&quot;",0,"['sxsw', 'sxsw', 'pass']",[],False,[]
6482,"RT @mention Tweet this to register for exclusive passes to events, parties   iPad 2 during #SXSW me liberty and/or a free #sxswpass",0,"['sxsw', 'sxsw', 'pass']",[],False,[]
6483,"RT @mention Tweet to register for exclusive passes to events, parties   iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass&quot;",0,"['sxsw', 'sxsw', 'pass']",[],False,[]
6484,RT @mention U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986,0,"['xsw', 'partylikeits1986']",[],False,[]
6485,RT @mention UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention,0,"['apple', 'sxsw']",[],False,[]
6486,"RT @mention Uh oh. :-\ RT @mention I left my WHITE iPhone 4 in a cab in Austin at #SXSW  Internet, please help.",0,['sxsw'],[],False,[]
6487,RT @mention umm that would be @mention    @mention I keep winning shit! Thanks @mention for the killer iPad case. #sxsw  ,1,['sxsw'],[],False,[]
6488,RT @mention Unloading the iPads  {link} #sxsw #apple #ipad2,0,"['sxsw', 'apple', 'ipad2']",[],False,[]
6489,RT @mention Update #Recco! {link} Which #SXSW panels/parties are def good times? Follow friends who've been there b4 if you're a newbie.,0,"['recco', 'sxsw']",[],False,[]
6490,RT @mention Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},1,['sxsw'],[],False,[]
6491,RT @mention Updated: #HBS StartupTribe meets at #SXSW Sat 3/12 4pm {link} Drinks   alumni   students. Check back 4 changes,0,"['hbs', 'sxsw']",[],False,[]
6492,RT @mention Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw,0,"['hire', 'sxsw']",[],False,[]
6493,"RT @mention Use question/answer, ask/receive kind of model in iPad app design. Give and take. Entice them to ask more. @mention #tapworthy #sxsw",0,"['tapworthy', 'sxsw']",[],False,[]
6494,"RT @mention Used to be that only the small upstarts (Twitter) played at SXSW. Not the big guys making moves: Apple, Google. #sxsw",0,['sxsw'],[],False,[]
6495,"RT @mention V.Interesting... RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,['sxsw'],[],True,[]
6496,RT @mention Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw,1,['sxsw'],[':)'],False,[]
6497,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross #japan: {link} #sxswcares #sxsw  (Pls RT),0,"['japan', 'sxswcares', 'sxsw']",[],False,[]
6498,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxsw #quake,0,"['japan', 'sxsw', 'quake']",[],False,[]
6499,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake,0,"['japan', 'sxswcares', 'sxsw', 'quake']",[],False,[]
6500,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),0,"['japan', 'sxswcares', 'sxsw', 'quake']",[],False,[]
6501,RT @mention Very smart from @mention #hollergram iPad app for #sxsw! {link} (may leave my vuvuzela at home now),1,"['holler', 'gram', 'sxsw']",[],False,[]
6502,RT @mention Very smart move by Apple. A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link},1,['sxsw'],[],False,[]
6503,RT @mention Very smart of them. &quot;Apple set to open popup shop in core of SXSW action&quot; - {link} #sxsw #apple,1,"['sxsw', 'apple']",[],False,[]
6504,RT @mention Very smart. RT @mention $AAPL to open pop up store for iPad 2 sales at #SXSW {link},1,['sxsw'],[],False,[]
6505,RT @mention via @mention - #Apple set to open temp store in downtown #Austin during #SXSW - {link}  #iPad2,0,"['apple', 'austin', 'sxsw', 'ipad2']",[],False,[]
6506,"RT @mention via @mention Still a big line outside of Apple's pop-up shop, 3 days after iPad's debut. #sxsw",1,['sxsw'],[],False,[]
6507,RT @mention video from the popup Apple store: {link} #sxsw #sxswi,0,"['sxsw', 'sxswi']",[],False,[]
6508,RT @mention Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link},0,['sxsw'],[],False,[]
6509,RT @mention Video of the first #iPad2 unboxing outside the #Apple Store at #SXSW coming up as soon as I can find decent WiFi,1,"['ipad2', 'apple', 'sxsw']",[],False,[]
6510,RT @mention VIDEO: Google: &quot;It Gets Better&quot;  // featured in the It Gets Better Book due out 3/22! #sxsw #sxswhomo {link},0,"['sxsw', 'sxswhomo']",[],False,[]
6511,RT @mention VIDEO: Google: &quot;It Gets Better&quot;  // One of them is featured in the It Gets Better Book due out 3/22! #sxsw #sxswhomo {link},0,"['sxsw', 'sxswhomo']",[],False,[]
6512,"RT @mention Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",0,['sxsw'],[],False,[]
6513,Debating on visiting the Apple pop-up store... #byebyemoney #sxsw,0,"['bye', 'bye', 'money', 'sxsw']",[],True,"['debating', 'visiting', 'apple', 'popup', 'store']"
6514,So @mention vs @mention vs @mention at #SXSW. Things are heating up! &quot;Google offers check-in rewards &amp; titles&quot; {link} - #lbs,1,"['sxsw', 'lbs']",[],False,"['v', 'v', 'thing', 'heating', 'google', 'offer', 'checkin', 'reward', 'title', 'link']"
6515,"RT @mention W/ the core week of data still to come, @mention searches for #SXSW are up  23% vs. '10. (Source: Trends) #measure   {link}",0,"['sxsw', 'measure']",[],False,[]
6516,RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},1,"['holler', 'gram', 'sxsw']",[],False,[]
6517,RT @mention Wait. FIONA APPLE is in town??? Somebody kidnap her and put her in a recording studio until she records a new album. #sxsw,0,['sxsw'],[],True,[]
6518,RT @mention Waiting this line has been awesome because of the South African Contingent.  #sxswsa #SXSW #Apple {link},0,"['sxswsa', 'sxsw', 'apple']",[],False,[]
6519,"RT @mention Walkin down the street @mention is navigating via Google, I'm tweeting and random guy is yelping!! Welcome to #SXSW!! #usguys",0,"['sxsw', 'us', 'guys']",[],True,[]
6520,RT @mention Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,0,['sxsw'],[],False,[]
6521,RT @mention Walking through the trade show at #sxsw is basically swapping 10 business cards for chances to win 10 different iPad 2s.,0,['sxsw'],[],False,[]
6522,RT @mention Wanna know where the fast cellular signal is at #SXSW? Get Coverage: Austin for iOS (FREE) for detailed maps - {link},0,['sxsw'],[],False,[]
6523,RT @mention Want a free juice pack air for iphone 4? At #SXSW? We  ll be giving away 5 at a to-be-announced location. Stay tuned!,0,['sxsw'],[],False,[]
6524,RT @mention Want a taste of the artists at this year's #sxsw? Here's a free mix put out by iTunes: {link},0,['sxsw'],[],False,[]
6525,RT @mention want an ipad 2? here is your chance: Apple opening up a temporary store for #SXSW {link}  via @mention,0,['sxsw'],[],False,[]
6526,RT @mention Want to win a free #iPad 2? Are you at or attending #SXSW? Details are here: {link},1,"['ipad', 'sxsw']",[],False,[]
6527,RT @mention Want to win a ticket (1) to the #SXSW party? Rules are simple! {link} | Android Unite - Android News To The Masses #Android,0,"['sxsw', 'android']",[],False,[]
6528,RT @mention Was intending to bring my trusty backpack for this upcoming trip to #SXSW. With the number of iPad 2s I'm helping b ...,0,['sxsw'],[],True,[]
6529,RT @mention Watch this @mention #sxsw {link},0,['sxsw'],[],False,[]
6530,"RT @mention Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw",0,['sxsw'],[],False,[]
6531,RT @mention Watching the iPad-made movie at #busy makes me wish I was at whatever party they were at when they made it instead of... here. #SXSW,0,"['busy', 'sxsw']",[],True,[]
6532,"RT @mention We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid",1,"['barry', 'diller', 'sxsw', 'pnid']",[],False,[]
6533,RT @mention We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,1,"['ipad2', 'sxsw']",[],False,[]
6534,RT @mention We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},0,['sxsw'],[],False,[]
6535,RT @mention We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},0,['sxsw'],[],False,[]
6536,"RT @mention We can't talk about liquid exp. without talking about the Kindle. Showing examples of web, kindle and iPhone versions. #liquidux #SXSW",0,"['liquid', 'ux', 'sxsw']",[],False,[]
6537,RT @mention We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win,1,['sxsw'],[],False,[]
6538,RT @mention We have release Android App for Cluster -&gt; {link} #sxsw,0,['sxsw'],[],False,[]
6539,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,0,"['sxsw', 'google', 'circles']",[],False,[]
6540,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles // this is HUGE!,0,"['sxsw', 'google', 'circles']",[],False,[]
6541,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles #socbiz,0,"['sxsw', 'google', 'circles', 'soc', 'biz']",[],False,[]
6542,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,0,"['sxsw', 'google', 'circles']",[],False,[]
6543,RT @mention We just launched our iPad app at #SXSW! Get all the details   the first edition FREE: {link},1,['sxsw'],[],False,[]
6544,RT @mention We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},1,"['sxsw', 'music', 'photos', 'videos']",[],False,[]
6545,"RT @mention We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.",1,['sxsw'],[],False,[]
6546,"RT @mention We lose hour 2nite. #SxSW attendees will blame Microsoft, Apple will get credit 4 fixing it b4 Christmas.",1,['sxsw'],[],False,[]
6547,"RT @mention We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,['sxsw'],[],False,[]
6548,RT @mention We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},1,"['team', 'android', 'sxsw', 'sxsw']",[],False,[]
