,hashtags,text,emotion
670,"['flipboard', 'sxsw']","['disaster', 'iphone', 'died', 'middle', 'cant', 'function', 'heading', 'apple', 'store']",-1.0
671,"['sxsw', 'ipad', 'jk']","['quadroid', 'qualcomm', 'android', 'called', 'platform', 'next', 'decade', 'v', 'wintel']",1.0
672,"['sxsw', 'sxswi']","['ill', 'pay', 'new', 'ipad', 'white', 'gb', 'g', 'next', 'hour']",1.0
673,['sxsw'],"['google', 'map', 'usage', 'mobile', 'seeing', 'demo', 'new', 'version', 'mobile', 'map', 'nice']",1.0
674,['sxsw'],"['ipad', 'march', 'pm', 'pst']",-1.0
675,['sxsw'],"['trend', 'google', 'twitter', 'next', 'angry', 'bird']",1.0
676,['sxsw'],"['even', 'am', 'austin', 'iphone', 'batt', 'shit']",-1.0
677,"['sxsw', 'ipad2']","['ipad', 'go', 'sale', 'next', 'friday', 'austin', 'apple', 'store', 'going', 'busy']",1.0
678,['sxsw'],"['ipad', 'better', 'product', 'time', 'make', 'worthwhile', 'improvement', 'diller']",1.0
679,"['kawasaki', 'thisisdare', 'sxsw']","['ipad', 'launch', 'buzz', 'via']",1.0
680,['sxsw'],"['ipad', 'launch', 'really', 'south', 'austin', 'inde']",1.0
681,['sxsw'],"['ipad', 'take']",1.0
682,['sxsw'],"['ipad', 'take', 'one', 'biggest', 'event', 'first', 'day', 'sxsw']",1.0
683,"['ipad', 'sxsw']","['ipad', 'take', 'video']",1.0
684,"['flipboard', 'sxflip', 'sxsw', 'sxswi']","['ipad', 'take', 'video', 'via']",1.0
685,"['mophie', 'tradeshow', 'sxsw']","['ipad', 'take', 'video']",1.0
686,['sxsw'],"['ipad', 'take', 'video', 'via', 'mashable']",1.0
687,['sxsw'],"['ipad', 'take', 'sxsw', 'video']",1.0
688,['sxsw'],"['ipad', 'take', 'sxsw', 'video']",1.0
689,['sxsw'],"['were', 'nd', 'congress', 'bookbook', 'ipad', 'case', 'get', 'fast']",1.0
690,"['entry', 'friends', 'house', 'sxsw']","['new', 'look', 'like', 'going', 'rock', 'update', 'iphone', 'android', 'push', 'tonight']",1.0
691,['sxsw'],"['gruber', 'keep', 'desk', 'apple', 'extended', 'keyboard', 'discontinued', 'loud', 'feel', 'like', 'writes', 'better']",1.0
692,['sxsw'],"['via', 'pretty', 'neat', 'database', 'must', 'say', 'doe', 'work', 'shall', 'see']",1.0
693,"['seattle', 'sxsw']","['mystery', 'prize', 'hope', 'ipad', 'thanks', 'great', 'panel', 'gift']",1.0
694,"['twitter', 'sxsw']","['k', 'highquality', 'pdf', 'ipad', 'app', 'good', 'investment', 'small', 'mag', 'say', 'chris', 'tomlinson', 'formerly', 'texas', 'ob', 'ap']",1.0
695,['sxsw'],"['setup', 'demo', 'restaurant', 'page', 'sign', 'download', 'iphone', 'app', 'check', 'say', 'hi']",1.0
696,['sxsw'],"['got', 'back', 'door', 'invite', 'google', 'party', 'goona', 'network']",1.0
697,['sxsw'],"['great', 'idea', 'behind', 'google', 'launching', 'secret', 'new', 'social', 'network', 'called', 'circle']",1.0
698,['sxsw'],"['rd', 'time', 'charm', 'privacy', 'google', 'launch', 'new', 'social', 'network', 'circle', 'maybe', 'today']",1.0
699,['sxsw'],"['got', 'free', 'iphone', 'charger', 'someone', 'came', 'gave', 'one', 'randomly', 'love']",1.0
700,['sxsw'],"['got', 'free', 'iphonecharger', 'alex', 'wow', 'make', 'life', 'much', 'easier', 'thanks']",1.0
701,['sxsw'],"['enjoying', 'google', 'ice', 'cream', 'sandwich', 'gsd', 'party', 'edible', 'wrapper']",1.0
702,['sxsw'],"['great', 'festival', 'featured', 'app', 'store', 'work', 'google', 'map', 'plan', 'schedule']",1.0
703,['sxsw'],"['watching', 'guy', 'simultaneously', 'use', 'laptop', 'ipad', 'force', 'strong', 'one', 'mmm']",1.0
704,"['kill', 'community', 'sxsw']","['beluga', 'iphone', 'app', 'highlight', 'excellent', 'way', 'coordinate', 'relief', 'effort']",1.0
705,['sxsw'],"['apple', 'selfish', 'brand', 'microsoft', 'ha', 'served', 'brand', 'well']",-1.0
706,['sxsw'],"['saw', 'preview', 'new', 'ipad', 'app', 'awesome']",1.0
707,['sxsw'],"['watching', 'promo', 'google', 'earth', 'engine', 'techie', 'save', 'world', 'harnessing', 'collective', 'power', 'good']",1.0
708,['sxsw'],"['wa', 'really', 'bad', 'person', 'could', 'stolen', 'guy', 'ipad', 'saying']",1.0
709,"['comcom', 'sxsw']","['really', 'great', 'experience', 'user', 'month', 'highly', 'recommend', 'iphone', 'battery']",1.0
710,"['sxsw', 'tech', 'news']","['rumor', 'opening', 'popup', 'store', 'downtown', 'austin', 'ipad', 'launch', 'via']",1.0
711,['sxsw'],"['rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch']",1.0
712,['sxsw'],"['got', 'shiny', 'new', 'discover', 'new', 'music', 'built', 'html', 'flash', 'look', 'great', 'ipad']",1.0
713,"['sxsw', 'live']","['tech', 'bro', 'posed', 'homeless', 'person', 'outside', 'apple', 'pop', 'sign', 'asking', 'ipad']",1.0
714,['sxsw'],"['q', 'google', 'bing', 'website', 'ranking', 'fun']",1.0
715,"['sxsw', 'cnn']","['available', 'android', 'absolute', 'musthave', 'apps', 'rock', 'interactive', 'via']",1.0
716,['sxsw'],"['free', 'portable', 'iphone', 'charger', 'im', 'use', 'heck']",1.0
717,['sxsw'],"['saw', 'pushed', 'update', 'iphone', 'app', 'look', 'ready', 'use', 'paperless', 'biz', 'card', 'solution']",1.0
718,['sxsw'],"['probably', 'best', 'keep', 'away', 'apple', 'pop', 'store', 'temptation', 'get', 'white', 'g', 'ipad', 'insanely', 'tempting']",1.0
719,"['living', 'dream', 'sxsw']","['learning', 'latest', 'food', 'related', 'apps', 'half', 'people', 'rm', 'make', 'apps', 'check', 'lovefresh', 'coming', 'soon', 'iphone']",1.0
720,"['ncaa', 'sxsw']","['pretty', 'content', 'nat', 'geo', 'ha', 'pretty', 'article', 'ipad', 'cooler', 'twitter', 'list', 'current', 'arctic', 'explorer']",1.0
721,"['barry', 'diller', 'sxsw', 'pnid']","['talk', 'mistake', 'building', 'app']",-1.0
722,['sxsw'],"['fucking', 'mac', 'user', 'cwebb', 'ipad', 'grant', 'hill']",-1.0
723,['sxsw'],"['yikes', 'reached', 'new', 'level', 'applefanboyism', 'last', 'night', 'literally', 'fell', 'asleep', 'macbook', 'pro', 'ipad', 'iphone', 'top']",1.0
724,"['sxsw', 'poetry']","['touch', 'trackpads', 'first', 'iphone', 'ipad', 'positive', 'natural', 'sit', 'mobile', 'relaxed']",1.0
725,"['tapworthy', 'sxsw']","['ha', 'ipad', 'wohooo', 'tnx', 'apple', 'popup', 'shop']",1.0
726,"['jealous', 'sxsw']","['got', 'ipad', 'gave', 'red', 'cross', 'japan', 'first', 'day']",1.0
727,"['ipad', 'apple', 'tablet', 'sxsw']","['win', 'ipad', 'sxsw', 'via']",1.0
728,['sxsw'],"['ha', 'ipad', 'hand', 'exquisite']",1.0
729,"['sxsw', 'rockstache', 'techsmith', 'stache']","['win', 'ipad', 'via', 'video', 'clipcon', 'see', 'intro', 'reel']",1.0
730,"['ipad', 'sxsw']","['writer', 'ipad', 'app', 'saved', 'flight', 'bigger', 'panel', 'good', 'job']",1.0
731,"['apple', 'austin', 'sxsw']","['dawns', 'ipad', 'app', 'week', 'early', 'help', 'prep']",1.0
732,['sxsw'],"['win', 'ipad', 'sxsw', 'via']",1.0
733,"['sxsw', 'uxdes']","['already', 'first', 'google', 'circle', 'search', 'result', 'cc']",1.0
734,['sxsw'],"['ipad', 'available', 'im', 'austin', 'major']",1.0
735,['sxsw'],"['buying', 'ipad', 'turn', 'ur', 'ipad', 'apple', 'store', 'wipe', 'clean', 'donates', 'school', 'mr', 'job', 'idea']",1.0
736,['sxsw'],"['mondays', 'adfonic', 'daily', 'read', 'white', 'release', 'social', 'thing']",1.0
737,"['sxsw', 'sxswi', 'assistive', 'tech']","['lol', 'u', 'r', 'gadgetzilla', 'fun', 'festival', 'time', 'omg', 'im', 'scared', 'got', 'netbook', 'droid']",1.0
738,"['geek', 'date', 'apple', 'sxsw', 'ipad2']","['never', 'take', 'fully', 'charged', 'iphone', 'granted', 'pic', 'edit', 'tweet', 'square', 'apps', 'zap', 'good', 'kno']",1.0
739,['sxsw'],"['packing', 'bag', 'taking', 'dell', 'laptop', 'sorry', 'richard', 'mercy', 'bb', 'torch', 'iphone', 'webmail', 'suppose', 'cheer']",1.0
740,['sxsw'],"['best', 'schwag', 'ive', 'seen', 'battery', 'charger', 'iphone', 'get', 'one']",1.0
741,['sxsw'],"['waiting', 'eagerly', 'google', 'launch', 'secret', 'new', 'social', 'network', 'called', 'circle', 'today', 'new', 'update']",1.0
742,"['sxsw', 'fail', 'owl', 'love']","['google', 'brain', 'apology', 'randy', 'ad', 'popping', 'search', 'result', 'algorithm', 'skewed', 'weekend', 'randy', 'query', 'attendee']",-1.0
743,"['netflix', 'sxsw']","['hour', 'wait', 'makeshift', 'apple', 'store', 'ipad']",-1.0
744,['sxsw'],"['want', 'make', 'film', 'fun', 'download', 'app', 'checkin', 'screening', 'get', 'private', 'recommendation']",1.0
745,['sxsw'],"['make', 'sense', 'limit', 'content', 'specific', 'platform', 'ipad', 'web', 'interview', 'w']",-1.0
746,"['blackberry', 'abacus', 'iphone', 'sxsw']","['big', 'takeaway', 'interactive', 'need', 'iphone']",1.0
747,"['ipad', 'sxsw', 'ipad', 'art']","['guy', 'kawasaki', 'believe', 'god', 'explanation', 'continuous', 'survival', 'apple', 'year', 'lol']",-1.0
748,['sxsw'],"['apples', 'taking', 'old', 'ipads', 'teach', 'america', 'user', 'get', 'tax', 'writeoff', 'buy', 'new', 'ipad', 'kinda', 'cool']",1.0
749,['sxsw'],"['essential', 'apps', 'beyond', 'underwire', 'wiredcom']",1.0
750,"['sxsw', 'pissed', 'going', 'sxsw']","['informal', 'unscientific', 'observation', 'far', 'computer', 'choice', 'hand', 'contest']",1.0
751,['sxsw'],"['alive', 'loving', 'great', 'talk', 'jonathan', 'dahl', 'googles', 'marissa', 'mayer']",1.0
752,['sxsw'],"['realized', 'havnt', 'used', 'laptop', 'since', 'thursday', 'pure', 'sprinkle', 'top']",1.0
753,['sxsw'],"['groupme', 'talk', 'apple', 'app', 'store', 'approval', 'woe', 'would', 'big', 'group', 'people', 'would', 'agree']",-1.0
754,"['sxsw', 'oldsko0l']","['apple', 'love', 'heard', 'quite', 'bit', 'grumbling', 'holding', 'back', 'feature', 'ipad', 'people', 'would', 'buy', 'v']",-1.0
755,['sxsw'],"['doe', 'meetups', 'im', 'work', 'well', 'least', 'p', 'meetup']",-1.0
756,['sxsw'],"['monthly', 'value', 'user', 'io', 'android', 'utility', 'apps', 'valuable']",1.0
757,"['ipad', 'apps', 'media', 'sxsw']","['dl', 'app', 'today', 'avail', 'itunes', 'app', 'store', 'android', 'market', 'look', 'u']",1.0
758,['sxsw'],"['google', 'analytics', 'track', 'offsite', 'link', 'virtual', 'page', 'view', 'using', 'javascript']",1.0
759,['sxsw'],"['google', 'analytics', 'rock']",1.0
760,['sxsw'],"['holler', 'gram', 'ipad', 'itunes', 'app', 'store', 'via']",1.0
761,['sxsw'],"['holler', 'gram', 'ipad', 'itunes', 'app', 'store', 'via', 'sters', 'great', 'app', 'free']",1.0
762,['sxsw'],"['umshini', 'wam', 'night', 'fishing', 'weird', 'shit', 'said', 'work', 'well', 'together', 'liked', 'esp', 'iphone', 'footage']",1.0
763,['sxsw'],"['watching', 'year', 'old', 'report', 'via', 'iphone', 'show', 'technology', 'going', 'anywhere', 'robot', 'revolt']",1.0
764,['sxsw'],"['awesome', 'ipad', 'lounge', 'experience', 'complete']",1.0
765,['sxsw'],"['vegan', 'guide', 'google', 'map', 'austin', 'tx', 'based', 'lazy', 'smurfs', 'info']",1.0
766,"['ipad', 'sxsw']","['ipad', 'rearfacing', 'camera', 'get']",-1.0
767,['sxsw'],"['ill', 'use', 'ipad', 'someone', 'give', 'otherwise', 'iphone', 'actually', 'task']",1.0
768,"['sxsw', 'ipad']","['ipad', 'thanks']",1.0
769,"['sxsw', 'singularity']","['got', 'ipad', 'courtesy', 'random', 'stranger', 'street', 'apple', 'investor', 'thank', 'utter']",1.0
770,['sxsw'],"['ipad', 'cheaper', 'laptop']",1.0
771,['sxsw'],"['iphone', 'app', 'people', 'use', 'scheduling', 'awesome', 'app']",1.0
772,"['sxsw', 'browser', 'wars']","['saying', 'hi', 'new', 'iphone', 'case']",1.0
773,['sxsw'],"['shooting', 'video', 'p', 'pic', 'ipad']",1.0
774,['sxsw'],"['check', 'offer', 'google', 'cool']",1.0
775,"['sxsw', 'heat', 'tracker']","['android', 'got', 'big', 'call', 'opening', 'keynote', 'knew', 'appreciate']",1.0
776,['sxsw'],"['android', 'need', 'way', 'group', 'apps', 'like', 'ipad', 'ipod']",-1.0
777,['sxsw'],"['awesome', 'hand', 'review', 'ipad', 'coming', 'tomorrow', 'guest', 'post', 'hes']",1.0
778,"['sxsw', 'connected', 'car']","['lonely', 'planet', 'release', 'free', 'austin', 'city', 'guide', 'iphone', 'app', 'like', 'enough', 'apps', 'cluttering', 'handset']",-1.0
779,['sxsw'],"['lonely', 'planets', 'new', 'iphone', 'austin', 'city', 'guide', 'free', 'march', 'going']",1.0
780,['sxsw'],"['day', 'bank', 'america', 'launched', 'iphone', 'app', 'got', 'k', 'new', 'customer']",1.0
781,"['sxsw', 'fail']","['another', 'google', 'social', 'failure']",-1.0
782,['sxsw'],"['google', 'plan', 'bring', 'power', 'life', 'future', 'linking', 'digital', 'physical', 'world']",1.0
783,['sxsw'],"['mom', 'want', 'ipad', 'back', 'lisa', 'rinna']",1.0
784,['sxsw'],"['want', 'lose', 'love']",1.0
785,['sxsw'],"['brilliant', 'rosso', 'used', 'google', 'doc', 'paste', 'recipe', 'make', 'mother', 'think', 'generated', 'recipe']",1.0
786,"['sxsw', 'sxsw11']","['company', 'company', 'ha', 'best', 'supply', 'chain', 'walmart', 'apple']",1.0
787,['sxsw'],"['way', 'deleting', 'app', 'stop', 'loading', 'iphone', 'draining', 'power', 'x', 'cancel', 'help']",-1.0
788,['sxsw'],"['great', 'recap', 'seemingly', 'great', 'session', 'relive', 'wonder', 'wa', 'google', 'v', 'bing', 'panel']",1.0
789,"['ipad', 'sxsw']","['great', 'recap', 'google', 'bing', 'q', 'session', 'website', 'ranking', 'via', 'cc']",1.0
790,['sxsw'],"['ipad', 'graphic', 'much', 'faster', 'ipad', 'motorola', 'xoom']",1.0
791,['sxsw'],"['hope', 'approves', 'irelay', 'social', 'network', 'mobile', 'photo', 'sharing', 'app', 'easier', 'share', 'people', 'download']",1.0
792,"['ogilvynotes', 'sxsw']","['major', 'io', 'update', 'day', 'genius', 'project', 'manager', 'came', 'brilliant', 'idea']",-1.0
793,"['ipad', 'sxsw']","['apple', 'great', 'turning', 'new', 'old']",1.0
794,['sxsw'],"['sweet', 'apple', 'listened', 'u', 'temp', 'apple', 'store', 'near', 'ipad', 'launch']",1.0
795,"['google', 'doodle', 'sxsw']","['apple', 'popup', 'store', 'wa', 'block', 'long']",-1.0
796,"['sxsw', 'google', 'doodle']","['doe', 'apple', 'popup', 'store', 'still', 'ipads']",1.0
797,"['google', 'doodle', 'sxsw']","['love', 'apple', 'popup', 'store', 'freaking', 'smart', 'one', 'question', 'bring', 'truck', 'signal', 'please', 'say', 'yes']",1.0
798,['sxsw'],"['queue', 'apple', 'popup', 'store', 'still', 'long']",-1.0
799,"['sxsw', 'apple']","['sxsw', 'apple', 'school', 'marketing', 'expert', 'cnet']",1.0
800,['sxsw'],"['sxsw', 'apple', 'school', 'marketing', 'expert']",1.0
801,"['evolving', 'workplace', 'sxsw']","['sxsw', 'apple', 'school', 'marketing', 'expert', 'via']",1.0
802,['sxsw'],"['sxsw', 'apple', 'school', 'marketing', 'expert']",1.0
803,['sxsw'],"['sxsw', 'apple', 'school', 'marketing', 'expert', 'via']",1.0
804,['sxsw'],"['clever', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'action']",1.0
805,['sxsw'],"['temp', 'apple', 'storegreat', 'move', 'really', 'need', 'help', 'brand', 'recognition', 'seriousness', 'pretty', 'cool']",1.0
806,['sxsw'],"['come', 'cant', 'spellchecking', 'without', 'autocorrect', 'must', 'nothing']",-1.0
807,['sxsw'],"['line', 'apples', 'ipad', 'popup', 'store', 'already', 'wrapping', 'around', 'block']",1.0
808,['sxsw'],"['apples', 'making', 'temp', 'store', 'u', 'get', 'ipad']",1.0
809,['sxsw'],"['fear', 'attendee', 'pick', 'ipad', 'apples', 'austin', 'popup', 'shop', 'via']",1.0
810,['sxsw'],"['search', 'sxsw', 'via', 'twitter', 'doe', 'work', 'check', 'googles', 'real', 'time', 'search', 'least', 'get', 'result']",1.0
811,"['sxsw', 'cnnmoney', 'sxsw']","['share', 'share', 'share', 'join', 'pile', 'posterous', 'event', 'iphone']",1.0
812,"['sxsw', 'google', 'circles']","['tried', 'square', 'credit', 'card', 'reader', 'iphone', 'android', 'amazingly', 'simple', 'impressed']",1.0
813,['sxsw'],"['arg', 'load', 'iphone', 'via', 'app', 'store', 'site', 'trying', 'feelin', 'touch']",-1.0
814,"['sxsw', 'mwrc11', 'sxsw']","['charge', 'every', 'hours', 'running', 'lowest', 'possible', 'screen', 'brightness', 'apple', 'fix', 'basic']",-1.0
815,"['thank', 'econ', 'sxsw']","['iphone', 'charging', 'party', 'hallway', 'ux', 'ia', 'professional', 'unite']",1.0
816,['sxsw'],"['rachael', 'harris', 'thats', 'saw', 'wa', 'driving', 'nut', 'thank', 'google']",1.0
817,['sxsw'],"['go', 'bar', 'get', 'free', 'drink', 'iphone']",1.0
818,"['sxsw', 'wssxsw']","['smart', 'idea', 'wt', 'wrote', 'ipad', 'app']",1.0
819,"['sxflip', 'sxsw']","['googles', 'art', 'project', 'put', 'famous', 'artwork', 'billion', 'pixel', 'allowing', 'zoom', 'get', 'entirely', 'different', 'view', 'art']",1.0
820,['sxsw'],"['googles', 'art', 'project', 'would', 'great', 'virtual', 'field', 'trip', 'kid', 'museum', 'around', 'world']",1.0
821,"['google', 'circles', 'social', 'sxsw']","['good', 'cnn', 'article', 'important', 'social', 'web', 'innovator', 'im', 'bringing', 'griddler', 'ipad', 'app']",1.0
822,['sxsw'],"['android', 'party', 'lustre', 'pearl', 'bar', 'w', 'others']",1.0
823,['sxsw'],"['apple', 'case', 'study', 'great', 'showed', 'everyone', 'buzz', 'popup', 'store']",1.0
824,"['qagb', 'sxsw']","['flash', 'discussion', 'still', 'relevant', 'ipad', 'design', 'headache']",-1.0
825,['sxsw'],"['got', 'flask', 'ipad', 'yes', 'im', 'sitting', 'th', 'st', 'waiting', 'aicn', 'screening', 'iloveasurprise']",1.0
826,"['sxsw', 'free', 'speech']","['guy', 'asked', 'googles', 'mayer', 'take', 'year', 'remove', 'deadly', 'route', 'google', 'map', 'death', 'valley']",-1.0
827,"['sxsw', 'sxswbarcrawl', 'sxswi']","['rockin', 'cooler']",1.0
828,['sxsw'],"['nyt', 'wsj', 'ask', 'future', 'branded', 'native', 'news', 'apps', 'ipad']",-1.0
829,"['ubersocial', 'iphone', 'sxsw']","['attendee', 'mac', 'ipad']",1.0
830,"['sxsw', 'zazzlesxsw', 'sxsw']","['apple', 'come', 'cool', 'technology', 'ones', 'ever', 'heard', 'go', 'conference', 'via']",1.0
831,"['apple', 'sxsw', 'rji']","['apple', 'come', 'cool', 'technology', 'ones', 'ever', 'heard', 'go', 'conference', 'via']",1.0
832,"['sxsw', 'pseudo', 'retweet']","['apple', 'come', 'cool', 'technology', 'ones', 'ever', 'heard', 'go', 'conference']",1.0
833,"['flipboard', 'sxsw']","['google', 'connect', 'digital', 'physical', 'world', 'mobile']",1.0
834,['sxsw'],"['first', 'send', 'u', 'pic', 'get', 'free', 'download', 'game']",1.0
835,['sxsw'],"['shat', 'tear', 'good', 'news', 'austinbound', 'apple', 'fanboys']",1.0
836,['sxsw'],"['hear', 'apple', 'opening', 'popup', 'store', 'downtown', 'scarborough', 'building', 'sxsw', 'ipad', 'cool']",1.0
837,"['enchantment', 'sxsw']","['love', 'apple', 'wa', 'smart', 'enough', 'popup', 'store', 'story', 'map', 'tip']",1.0
838,"['sxsw', 'nptech']","['band', 'google', 'aclu', 'party', 'rock']",1.0
839,['sxsw'],"['hoping', 'easier', 'get', 'ipad', 'today', 'since', 'target', 'audience', 'busy']",1.0
840,['sxsw'],"['oh', 'excuse', 'apple', 'come', 'cool', 'technology', 'go', 'conference']",1.0
841,['sxsw'],"['wonder', 'percentage', 'interactive', 'participant', 'iphone', 'gotta', 'high']",1.0
842,"['guy', 'kawasaki', 'sxsw']","['team', 'android', 'party', 'walked', 'dl', 'appolicious', 'app', 'enter', 'win', 'free', 'nexus']",1.0
843,"['sxsw', 'comments']","['geek', 'interactive', 'panel', 'ipad', 'holler', 'gram', 'app', 'use', 'ipad', 'display', 'message', 'others']",1.0
844,"['apple', 'ipad2', 'sxsw', 'tech', 'retail']","['line', 'apple', 'store', 'go', 'around', 'block', 'oh', 'thats', 'right', 'ipad', 'also']",1.0
845,"['apple', 'sxsw']","['band', 'google', 'party', 'entertaining', 'band', 'ever', 'seen']",1.0
846,"['apple', 'sxsw']","['line', 'popup', 'apple', 'store', 'phenomenal']",1.0
847,"['ipad', 'sxsw', 'tapworthy', 'gsdm']","['venturebeat', 'second', 'day', 'business', 'apple', 'popup', 'store', 'appears', 'trending']",1.0
848,"['killing', 'sxsw']","['bout', 'watch', 'live', 'apple', 'store', 'ipad', 'w', 'living', 'vicariously', 'buy', 'one']",1.0
849,"['play', 'hopskoch', 'sxsw']","['another', 'late', 'start', 'damn', 'google', 'rocking', 'party']",1.0
850,"['qagb', 'sxsw']","['spasmatics', 'rockin', 'aclu', 'google', 'party']",1.0
851,"['sxsw', 'browser', 'wars']","['great', 'location', 'choice', 'nice', 'timing', 'ipad', 'launch', 'popping']",1.0
852,['sxsw'],"['congratulation', 'yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks']",1.0
853,['sxsw'],"['launched', 'spins', 'ipad', 'app', 'ton', 'whatcha', 'think']",1.0
854,['sxsw'],"['television', 'still', 'twoscreen', 'expierence', 'iphone', 'ipad']",1.0
855,['sxsw'],"['ppl', 'spoken', 'great', 'session', 'w', 'bing', 'google', 'danny', 'sullivan', 'bring', 'back', 'next', 'year', 'larger', 'room']",1.0
856,['sxsw'],"['anyone', 'leaving', 'iphone', 'ipad', 'time', 'kill', 'airport', 'flight', 'download', 'tiny', 'wing', 'welcome', 'im', 'sorry']",1.0
857,['sxsw'],"['matthew', 'davis', 'designing', 'ipad', 'web', 'ha', 'like', 'strip', 'mall', 'content']",1.0
858,['sxsw'],"['ipad', 'giveaway', 'using']",1.0
859,['sxsw'],"['win', 'awesome', 'ipad', 'quibids', 'custom', 'case', 'catch', 'wearing', 'openbeta', 'vip', 'badge']",1.0
860,['sxsw'],"['awesome', 'traded', 'last', 'year', 'ipad']",1.0
861,"['uxdes', 'ipad', 'sxsw']","['haha', 'awesomely', 'rad', 'ipad', 'app', 'via']",1.0
862,['sxsw'],"['haha', 'awesomely', 'rad', 'ipad', 'app', 'via']",1.0
863,['sxsw'],"['piece', 'awesomeness', 'arduino', 'android', 'flaming', 'skull']",1.0
864,['sxsw'],"['dude', 'may', 'actually', 'buy', 'ipad', 'tomorrow', 'apple', 'temporary', 'store', 'downtown', 'austin']",1.0
865,"['sxsw', 'sxswi', 'apps', 'iphone']","['giving', 'away', 'ipad', 'panel', 'wish', 'luck']",1.0
866,"['browser', 'wars', 'sxsw']","['giving', 'away', 'ipad', 'sharer', 'invite', 'friend', 'join', 'aos', 'ginger', 'man']",1.0
867,['sxsw'],"['giving', 'away', 'apple', 'gift', 'card', 'exchange', 'serious', 'style', 'find', 'u', 'th', 'conv', 'cntr', 'u', 'look', 'hot', 'well', 'rest', 'fashion']",1.0
868,"['iqlab', 'sxsw']","['android', 'may', 'gaining', 'market', 'share', 'never', 'know', 'apparently', 'industry', 'mover', 'shaker', 'apple', 'loyalist']",1.0
869,"['ipad', 'sxsw', 'cbatsxsw']","['say', 'pretty', 'smart', 'timing', 'drop', 'right', 'top', 'nearly', 'anyones', 'talking']",1.0
870,['sxsw'],"['marissa', 'mayer', 'google', 'making', 'smart', 'phone', 'smarter', 'life', 'efficient', 'knowing', 'sched', 'suggest', 'flight', 'map', 'weather']",1.0
871,"['sxsw', 'ipad2']","['marissa', 'mayer', 'mobile', 'cursor', 'demo', 'next', 'gen', 'google', 'map', 'really', 'impressive', 'btw']",1.0
872,['sxsw'],"['marissa', 'mayer', 'google', 'speaking', 'mobile', 'phone', 'usage', 'google', 'map', 'surpassed', 'online', 'use', 'past', 'couple', 'month']",1.0
873,['sxsw'],"['marissa', 'mayer', 'talk', 'future', 'google', 'map', 'discus', 'hotpot', 'answer', 'locationbased', 'rating', 'recommendation', 'kek']",1.0
874,['sxsw'],"['marissa', 'mayer', 'vp', 'consumer', 'product', 'google', 'great', 'job', 'audience', 'ha', 'ton', 'respect', 'google', 'w', 'location']",1.0
875,"['touching', 'stories', 'tbwasxsw', 'sxsw']","['marissa', 'mayer', 'focus', 'location', 'based', 'service', 'demoed', 'hotpot', 'google', 'map', 'vector', 'map', 'augmented', 'reality']",1.0
876,['sxsw'],"['marissa', 'mayer', 'wil', 'connect', 'digital', 'physical', 'world', 'mobile']",1.0
877,['sxsw'],"['marissa', 'mayer', 'checkin', 'fun', 'get', 'thats', 'google', 'testing', 'loyalty', 'offer', 'watch', 'foursquare']",1.0
878,['sxsw'],"['marissa', 'mayer', 'google', 'map', 'better', 'customer', 'service', 'quicker', 'response']",-1.0
879,['sxsw'],"['marissa', 'mayer', 'google', 'connect', 'digital', 'physical', 'world', 'mobile']",1.0
880,['sxsw'],"['marissa', 'mayer', 'location', 'contextual', 'discovery', 'enable', 'mobile', 'device', 'make', 'u', 'efficient', 'e', 'g', 'google', 'place', 'w', 'hotpot']",1.0
881,['sxsw'],"['nothing', 'say', 'douche', 'cake', 'like', 'walking', 'around', 'ipad', 'like', 'iphone']",-1.0
882,"['sxsw', 'austin']","['crowley', 'say', 'hard', 'feeling', 'towards', 'google', 'dodgeball', 'experience', 'say', 'would', 'good', 'partner']",1.0
883,['sxsw'],"['really', 'amazing', 'see', 'many', 'people', 'putting', 'apples', 'note', 'app', 'ipad']",-1.0
884,['sxsw'],"['really', 'amazing', 'see', 'many', 'people', 'putting', 'apples', 'note', 'app', 'ipad']",-1.0
885,['sxsw'],"['google', 'web', 'font', 'pretty']",1.0
886,['sxsw'],"['chrome', 'web', 'store', 'google', 'call', 'html', 'hot', 'tub']",1.0
887,"['agile', 'agency', 'sxsw']","['apple', 'grabbed', 'tablet', 'mindshare', 'rim', 'owns', 'one', 'popular', 'event']",1.0
888,"['sxsw', 'apple', 'ipad2']","['sure', 'use', 'free', 'app', 'checking', 'band']",1.0
889,['sxsw'],"['enjoying', 'berkowitz', 'talk', 'rfid', 'ncf', 'impact', 'mobile', 'retail', 'would', 'carry', 'nfc', 'phone', 'google', 'bullish', 'ballroom', 'e']",1.0
890,['sxsw'],"['best', 'thing', 'ive', 'heard', 'gave', 'ipad', 'money', 'relief', 'need', 'ipad']",-1.0
891,['sxsw'],"['globalbestaward', 'holler', 'gram', 'ipad', 'itunes', 'store', 'via', 'sters', 'great', 'app']",1.0
892,['sxsw'],"['next', 'big', 'thing', 'hmmm', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",1.0
893,"['sxsw', 'japan']","['quotable', 'apple', 'elegant', 'fascist', 'company', 'america', 'board']",-1.0
